No,Unit'sName,Name1,Type1,P11,P21,P31,P41,P51,Tage1,Lev1,Crt1,Boost1,Detail1,Name2,Type2,P12,P22,P32,P42,P52,Tage2,Lev2,Crt2,Boost2,Detail2
658,八舞耶倶矢,漆黒に沈め！,風,風,風,,,,単体,小,,,,さあ、ここが最後だ,風,回,回,,,,単体,小,,,
659,ベルセルク：八舞耶倶矢,あのさ、夕弦,風,風,風,,,,単体,中,,,,やっちゃう？,風,回,回,,,,単体,中,,,
660,八舞夕弦,突進。えいやー,風,風,風,風,,,単体,特大,,,,肯定。一気にいきましょう,風,回,回,,,,単体,小,,,
661,ベルセルク：八舞夕弦,提案。耶倶矢,風,風,風,風,,,単体,超特大,,,,肯定。やっちゃいます,風,回,回,,,,単体,中,,,
662,誘宵美九,あらー？,光,光,光,,,,単体,小,,,,消えてくれませんかぁ？,光,光,光,光,回,,全体,特大,,,
663,ディーバ：誘宵美九,ここからが本番です！,光,光,光,,,,全体,小,,,,歌え、詠え、謳え,光,光,光,光,回,,全体,超特大,,,
664,夜刀神十香,これがデェトか？,無,無,無,,,,単体,小,,,,落ちろっ落ちてくれっ,無,無,無,回,,,単体,大,,,
665,プリンセス：夜刀神十香,シドーの邪魔はさせんぞ,無,無,無,,,,単体,中,,,,死んで絶して滅に尽くせ,無,無,無,回,,,単体,特大,,,
666,時崎狂三,あらあらあら,闇,闇,闇,,,,単体,中,,,,,,,,,,,,,,,
667,ナイトメア：時崎狂三,きひ、ひひひッ,闇,闇,闇,,,,単体,大,,,,,,,,,,,,,,,
668,鳶一折紙,目標を補足,無,無,無,,,,単体,小,,,,,,,,,,,,,,,
669,ＡＳＴ：鳶一折紙,殲滅を開始する,無,無,無,,,,単体,中,,,,,,,,,,,,,,,
670,ＡＳＴ：日下部燎子：炎,レイザーブレイド：炎,炎,炎,炎,炎,,,単体,小,,,,,,,,,,,,,,,
671,ＡＳＴ：日下部燎子：水,レイザーブレイド：水,水,水,水,水,,,単体,小,,,,,,,,,,,,,,,
672,ＡＳＴ：日下部燎子：風,レイザーブレイド：風,風,風,風,風,,,単体,小,,,,,,,,,,,,,,,
673,ＡＳＴ：日下部燎子：光,レイザーブレイド：光,光,光,光,光,,,単体,小,,,,,,,,,,,,,,,
674,ＡＳＴ：日下部燎子：闇,レイザーブレイド：闇,闇,闇,闇,闇,,,単体,小,,,,,,,,,,,,,,,
675,ＡＳＴ：日下部燎子：無,レイザーブレイド：無,無,無,無,無,,,単体,小,,,,,,,,,,,,,,,
676,エレン・ミラ・メイザース,興醒めです,無,無,無,,,,単体,小,,,,おや、そんなものですか？,無,炎,水,光,闇,回,全体,超絶大,,,
677,マクベス,ウォーキン・シャドウ,炎,炎,炎,,,,単体,小,,,,スコティシュ・プレイ,炎,炎,炎,炎,炎,,単体,超特大,,,
678,炎戯魔マクベス,ハイウォーキン・シャドウ,炎,炎,炎,,,,単体,中,,,,ハイスコティシュ・プレイ,炎,炎,炎,炎,炎,,単体,絶大,,,
679,オセロ,キル・ホワイト,水,水,水,,,,単体,中,,,,デス・ブラック,水,水,水,水,水,水,単体,特大,,,
680,水戯機オセロ,ハイキル・ホワイト,水,水,水,,,,単体,大,,,,ハイデス・ブラック,水,水,水,水,水,水,単体,超特大,,,
681,シェイクスピア,ハサウェイ,風,回,風,,,,回復,10%,,,,テンペスト,風,風,風,,,,単体,小,,,
682,風戯者シェイクスピア,アン・ハサウェイ,風,回,風,,,,回復,15%,,,,ハイテンペスト,風,風,風,,,,単体,中,,,
683,ジュリエット,フェイク・ポイズン,光,光,光,,,,単体,中,,,,ワンウェイ・ガール,光,光,光,光,光,光,回復,40%,,,
684,光戯竜ジュリエット,デッド・マキューシオ,光,光,光,,,,単体,大,,,,ガール・ミーツ・ボーイ,光,光,光,光,光,光,回復,50%,,,
685,ハムレット,ファントム,闇,闇,闇,,,,単体,小,,,,ポイズン・リキュール,闇,闇,闇,回,,,単体,大,,,
686,闇戯精ハムレット,ヴェノム・ファントム,闇,闇,闇,,,,単体,中,,,,ハイポイズン・リキュール,闇,闇,闇,回,,,単体,特大,,,
687,ロメオ,マキューシオ,無,無,無,,,,全体,中,,,,ワンウェイ・ボーイ,無,無,無,無,無,無,回復,40%,,,
688,無戯獣ロメオ,ピュア・ポイズン,無,無,無,,,,全体,大,,,,ボーイ・ミーツ・ガール,無,無,無,無,無,無,回復,50%,,,
689,ニャオ・ヒー,ファイア・レイン,炎,炎,炎,炎,,,全体,大,,,,,,,,,,,,,,,
690,ニャオ・スィー,アクア・レイン,水,水,水,水,,,全体,大,,,,,,,,,,,,,,,
691,ニャオ・フー,ウィンド・レイン,風,風,風,風,,,全体,大,,,,,,,,,,,,,,,
692,ニャオ・ピー,ライト・レイン,光,光,光,光,,,全体,大,,,,,,,,,,,,,,,
693,ニャオ・ミー,ダーク・レイン,闇,闇,闇,闇,,,全体,大,,,,,,,,,,,,,,,
694,ニャオ・ムー,ノーン・レイン,無,無,無,無,,,全体,大,,,,,,,,,,,,,,,
695,パンドラ,ライト・ブライド,光,光,闇,,,,単体,小,,,,エンゲージ・ライト,光,光,光,光,,,全体,中,,,
696,花嫁パンドラ,ライト・ブライダル,光,光,闇,,,,単体,中,,,,マリッジ・ライト,光,光,光,光,,,全体,大,,,
697,エピメテウス,ダーク・ブライド,闇,闇,光,,,,単体,小,,,,エンゲージ・ダーク,闇,闇,闇,闇,,,全体,中,,,
698,花婿エピメテウス,ダーク・ブライダル,闇,闇,光,,,,単体,中,,,,マリッジ・ダーク,闇,闇,闇,闇,,,全体,大,,,
699,セイカピカリウム,ライトボール,光,光,光,,,,単体,小,,,,,,,,,,,,,,,
700,セイカシャイリウム,ライトボール,光,光,光,,,,単体,小,,,,ライトビート,光,光,光,光,光,光,全体,小,,,
701,フラワヤミリウム,ダークボール,闇,闇,闇,,,,単体,小,,,,,,,,,,,,,,,
702,フラワダクリウム,ダークボール,闇,闇,闇,,,,単体,小,,,,ダークビート,闇,闇,闇,闇,闇,闇,全体,小,,,
703,シンプムリウム,ノーンボール,無,無,無,,,,単体,小,,,,,,,,,,,,,,,
704,シンプムムリウム,ノーンボール,無,無,無,,,,単体,小,,,,ノーンビート,無,無,無,無,無,無,全体,小,,,
705,マツ,ムツキ,無,無,無,,,,単体,小,,,,,,,,,,,,,,,
706,無花獣マツ,ムツキ：弐式,無,無,無,,,,単体,中,,,,,,,,,,,,,,,
707,キリ,シワス,炎,炎,炎,,,,単体,小,,,,,,,,,,,,,,,
708,炎花獣キリ,シワス：弐式,炎,炎,炎,,,,単体,中,,,,,,,,,,,,,,,
709,ススキ,ハヅキ,光,光,光,,,,単体,小,,,,,,,,,,,,,,,
710,光花獣ススキ,ハヅキ：弐式,光,光,光,,,,単体,中,,,,,,,,,,,,,,,
711,フジ,ウヅキ,水,水,水,,,,単体,小,,,,,,,,,,,,,,,
712,水花獣フジ,ウヅキ：弐式,水,水,水,,,,単体,中,,,,,,,,,,,,,,,
713,ヤナギ,シモツキ,闇,闇,闇,,,,単体,小,,,,,,,,,,,,,,,
714,闇花獣ヤナギ,シモツキ：弐式,闇,闇,闇,,,,単体,中,,,,,,,,,,,,,,,
715,ウメ,キサラギ,風,風,風,,,,単体,小,,,,,,,,,,,,,,,
716,風花獣ウメ,キサラギ：弐式,風,風,風,,,,単体,中,,,,,,,,,,,,,,,
717,アカネ：WEGO,イグナイト：ホムラ,炎,炎,炎,,,,単体,大,,,,メギド・インフェルノ,炎,炎,炎,炎,炎,炎,全体,小,,,
718,アオト：WEGO,ワダツミ：マブイ,水,水,水,,,,単体,中,,,,アブソリュート・ゼロ,水,水,水,水,水,水,全体,大,,,
719,ミドリ：WEGO,フォンシェン：カグラ,風,風,風,,,,単体,中,,,,エアリアル・ドラゴン,風,風,風,風,風,風,全体,特大,,,
720,初音ミク,ラブリーボイス,風,風,風,,,,単体,小,,,敵単体を風属性の歌で少し魅了する,ミラクルボイス,風,風,風,風,風,,単体,超特大,,,敵単体を風属性の歌で超メロメロにする
721,電子の歌姫：初音ミク,ラブリーソング,風,風,,,,,単体,小,,,敵単体を風属性の歌で少し魅了する,ミラクルソング,風,風,風,風,風,,単体,絶大,,,敵単体を風属性の歌でミックミクにする
722,鏡音リン,プリティボイス,光,光,光,,,,単体,小,,,敵単体を光属性の歌で少し魅了する,キュートボイス,光,回,光,,,,回復,10%,,,
723,恋を歌う少女：鏡音リン,プリティソング,光,光,光,,,,単体,中,,,敵単体を光属性の歌で魅了する,キュートソング,光,回,光,,,,回復,15%,,,
724,鏡音レン,フレッシュボイス,光,光,光,,,,単体,中,,,敵単体を光属性の歌で魅了する,,,,,,,,,,,,
725,元気を歌う少年：鏡音レン,フレッシュソング,光,光,光,,,,単体,大,,,敵単体を光属性の歌で凄く魅了する,,,,,,,,,,,,
726,巡音ルカ,ミスティボイス,闇,回,闇,,,,回復,10%,,,,,,,,,,,,,,,
727,愛を歌う乙女：巡音ルカ,ミスティソング,闇,回,闇,,,,回復,15%,,,,,,,,,,,,,,,
728,ＭＥＩＫＯ,スイートボイス,炎,回,炎,,,,回復,10%,,,,,,,,,,,,,,,
729,情熱を歌う美女：ＭＥＩＫＯ,スイートソング,炎,回,炎,,,,回復,15%,,,,,,,,,,,,,,,
730,ＫＡＩＴＯ,パワフルボイス,水,水,水,,,,単体,中,,,敵単体を水属性の歌で魅了する,ワイルドボイス,水,水,水,水,,,全体,特大,,,敵全体を水属性の歌でメロメロにする
731,夢を歌う青年：ＫＡＩＴＯ,パワフルソング,水,水,水,,,,単体,大,,,敵単体を水属性の歌で凄く魅了する,ワイルドソング,水,水,水,水,,,全体,超特大,,,敵全体を水属性の歌で超メロメロにする
732,初音ミク・アペンド,ソリッドボイス,無,無,無,,,,回復,5%,,,,ヴィヴィッドボイス,無,無,無,無,,,単体,大,,,敵単体を無属性の歌で凄く魅了する
733,歌姫：初音ミク・アペンド,ソリッドソング,無,無,,,,,回復,5%,,,,ヴィヴィッドソング,無,無,無,,,,単体,大,,,敵単体を無属性の歌で凄く魅了する
734,シルフ：初音ミク,ウィンダラア：オリジン,風,風,風,,,,単体,中,,,,ウィンダリオン：オリジン,風,風,風,風,風,,単体,超特大,,,
735,ライキリ：鏡音レン,ライキリ：弐式,光,光,光,,,,全体,中,,,,雷神斬り,光,光,光,光,,,全体,特大,,,
736,コスモ：巡音ルカ,マレット：セカンド,闇,闇,闇,,,,単体,中,,,,ブルームーン,闇,回,光,無,,,回復,25%,,,
737,アカズキン：メイコ,ヴォルフ・シザー,炎,炎,炎,,,,単体,中,,,,,,,,,,,,,,,
738,シュレディンガー：カイト,ディラック・ポール,水,水,水,,,,単体,中,,,,パラドックス・キャット,水,水,水,水,,,全体,大,,,
739,ミクぼん,ミクぼんボイス,風,風,風,,,,単体,小,,,敵単体を風属性の歌で少し魅了するぼ〜ん。,,,,,,,,,,,,
740,リンぼん,リンぼんボイス,光,光,光,,,,単体,小,,,敵単体を光属性の歌で少し魅了するぼ〜ん。,,,,,,,,,,,,
741,レンぼん,レンぼんボイス,光,光,光,,,,単体,小,,,敵単体を光属性の歌で少し魅了するぼ〜ん。,,,,,,,,,,,,
742,ルカぼん,ルカぼんボイス,闇,闇,闇,,,,単体,小,,,敵単体を闇属性の歌で少し魅了するぼ〜ん。,,,,,,,,,,,,
743,メイぼん,メイぼんボイス,炎,炎,炎,,,,単体,小,,,敵単体を炎属性の歌で少し魅了するぼ〜ん。,,,,,,,,,,,,
744,カイぼん,カイぼんボイス,水,水,水,,,,単体,小,,,敵単体を水属性の歌で少し魅了するぼ〜ん。,,,,,,,,,,,,
745,ミクぼん・アペンド,ミクぼん・アペンドボイス,無,無,無,,,,単体,小,,,敵単体を無属性の歌で少し魅了するぼ〜ん。,,,,,,,,,,,,
746,はちゅねミク,はちゅねボイス,風,風,風,,,,単体,中,,,敵単体を風属性の歌で魅了する,はちゅねソング,風,風,風,風,風,風,全体,超特大,,,敵全体を風属性の歌で超メロメロにする
747,ライコウ：鏡音リン,リュミエール：エクラ,光,光,光,,,,単体,大,,,,ホーリィ・サンライズ,光,光,光,光,光,光,全体,大,,,
748,クロノス：ミク・アペンド,タイムレス・ワールド,無,無,無,,,,単体,中,,,,エンド・オブ・タイム,無,無,無,無,無,無,全体,特大,,,
749,オリジン,アウェイク：ゼロ,光,光,光,光,,,全体,絶大,,,,ヘブンリィ・ラフ,光,光,炎,風,無,,単体,絶大,,,
750,オリジン：マキナ,アウェイク：マキナ,光,光,光,光,,,全体,超絶大,,,,ユナイティリィ・ラフ,光,炎,風,無,,,単体,絶大,,,
751,アリトン,ワダツミ：偽式,水,水,闇,,,,単体,大,,,,,,,,,,,,,,,
752,西魔王アリトン,ワダツミ：グスク,水,水,闇,,,,単体,特大,,,,,,,,,,,,,,,
753,ベガ,スターキャンディ,炎,炎,炎,,,,単体,小,,,,ギャラクタシー,炎,炎,光,闇,回,,全体,超特大,,,
754,銀河嬢ベガ,ネオ・スターキャンディ,炎,炎,炎,,,,単体,中,,,,ネオ・ギャラクタシー,炎,炎,光,闇,回,,全体,絶大,,,
755,アルタイル,スターダスト,水,水,水,,,,単体,小,,,,プロデュース,水,水,光,闇,回,,単体,特大,,,
756,銀河男アルタイル,ネオ・スターダスト,水,水,水,,,,単体,中,,,,ネオ・プロデュース,水,水,光,闇,回,,単体,超特大,,,
757,ソラリウム,ウィンドボール,風,風,風,,,,単体,小,,,,,,,,,,,,,,,
758,コスモリウム,ウィンドボール,風,風,風,,,,単体,小,,,,ウィンドビート,風,風,風,風,風,風,全体,小,,,
759,ササポックル,ウィンドボール,風,風,風,,,,単体,小,,,,ウィンドヒール,風,回,風,,,,回復,10%,,,
760,ササポックルン,ウィンドボール,風,風,風,,,,単体,小,,,,ウィンドヒールⅡ,風,回,回,風,,,回復,20%,,,
761,スルト,レーヴァティン,炎,炎,炎,,,,単体,中,,,,オメガ・フレア,炎,炎,炎,炎,炎,炎,全体,大,,,
762,炎神スルト,レーヴァティン：ラグナ,炎,炎,炎,,,,単体,大,,,,ラグナ・フレア,炎,炎,炎,炎,炎,炎,全体,特大,,,
763,シグルズ,フロッティ,水,水,水,,,,単体,中,,,,オメガ・アクア,水,水,水,水,水,水,全体,大,,,
764,水神シグルズ,フロッティ：ラグナ,水,水,水,,,,単体,大,,,,ラグナ・アクア,水,水,水,水,水,水,全体,超特大,,,
765,ヘズ,ミスティルテイン,風,風,風,,,,単体,中,,,,オメガ・ウィンド,風,風,風,風,風,風,全体,特大,,,
766,風神ヘズ,ミスティルテイン：ラグナ,風,風,風,,,,単体,大,,,,ラグナ・ウィンド,風,風,風,風,風,風,全体,絶大,,,
767,オーディン,グングニル,光,光,光,,,,単体,中,,,,オメガ・ライト,光,光,光,光,光,光,全体,大,,,
768,光神オーディン,グングニル：ラグナ,光,光,光,,,,単体,大,,,,ラグナ・ライト,光,光,光,光,光,光,全体,超特大,,,
769,ヘグニ,ダインスレイヴ,闇,闇,闇,,,,単体,中,,,,オメガ・ダーク,闇,闇,闇,闇,闇,闇,全体,特大,,,
770,闇神ヘグニ,ダインスレイヴ：ラグナ,闇,闇,闇,,,,単体,大,,,,ラグナ・ダーク,闇,闇,闇,闇,闇,闇,全体,絶大,,,
771,ヘルヴォル,ティルファング,無,無,無,,,,単体,中,,,,オメガ・ノーン,無,無,無,無,無,無,全体,大,,,
772,無神ヘルヴォル,ティルファング：ラグナ,無,無,無,,,,単体,大,,,,ラグナ・ノーン,無,無,無,無,無,無,全体,特大,,,
773,プラスエッグ,ノーンボール,無,無,無,,,,単体,小,,,,ノーンブロウ,無,無,無,無,,,単体,中,,,
774,クリアホワイト・槙島聖護,その傷で良くやるもんだ,無,無,無,,,,単体,小,16%,,,そろそろ時間だ,無,無,無,無,無,,単体,超特大,,,
775,犯罪係数０・槙島聖護,さぁ、殺す気で狙え,無,無,無,,,,単体,中,16%,,,僕の孤独を笑うのか？,無,無,無,無,無,,単体,絶大,,,
776,王陵璃華子,それが何か？,闇,闇,闇,,,,単体,中,,,,,,,,,,,,,,,
777,ヤシロ,クズノハ,炎,炎,炎,,,,単体,小,,,,キュウビノホノオ,炎,炎,炎,炎,,,単体,特大,,,
778,神主狐ヤシロ,クズノハ・カムイ,炎,炎,,,,,単体,小,,,,キュウビノゴウカ,炎,炎,炎,,,,単体,特大,,,
779,フレイムバレット,フレイムバレット,炎,炎,炎,,,,単体,小,,,,,,,,,,,,,,,
780,フレイミングブル,フレイミングブル,炎,炎,炎,,,,単体,中,,,,,,,,,,,,,,,
781,アクアバレット,アクアバレット,水,水,水,,,,単体,小,,,,,,,,,,,,,,,
782,アクアプス,アクアプス,水,水,水,,,,単体,中,,,,,,,,,,,,,,,
783,ウィンドバレット,ウィンドバレット,風,風,風,,,,単体,小,,,,,,,,,,,,,,,
784,ウィンドベクター,ウィンドベクター,風,風,風,,,,単体,中,,,,,,,,,,,,,,,
785,ライトバレット,ライトバレット,光,光,光,,,,単体,小,,,,,,,,,,,,,,,
786,ライトイーグル,ライトイーグル,光,光,光,,,,単体,中,,,,,,,,,,,,,,,
787,ダークバレット,ダークバレット,闇,闇,闇,,,,単体,小,,,,,,,,,,,,,,,
788,ダークスパス,ダークスパス,闇,闇,闇,,,,単体,中,,,,,,,,,,,,,,,
789,ノーンバレット,ノーンバレット,無,無,無,,,,単体,小,,,,,,,,,,,,,,,
790,ノーンマラティオ,ノーンマラティオ,無,無,無,,,,単体,中,,,,,,,,,,,,,,,
791,トロンボ,ファイアマーチ,炎,炎,炎,,,,全体,小,,,,,,,,,,,,,,,
792,炎奏竜トロンボ,ファイアマーチⅡ,炎,炎,炎,,,,全体,中,,,,,,,,,,,,,,,
793,フルト,アクアマーチ,水,水,水,,,,全体,小,,,,,,,,,,,,,,,
794,水奏竜フルト,アクアマーチⅡ,水,水,水,,,,全体,中,,,,,,,,,,,,,,,
795,スネア,ウィンドマーチ,風,風,風,,,,全体,小,,,,,,,,,,,,,,,
796,風奏竜スネア,ウィンドマーチⅡ,風,風,風,,,,全体,中,,,,,,,,,,,,,,,
797,トランペ,ライトマーチ,光,光,光,,,,全体,小,,,,,,,,,,,,,,,
798,光奏竜トランペ,ライトマーチⅡ,光,光,光,,,,全体,中,,,,,,,,,,,,,,,
799,サクス,ダークマーチ,闇,闇,闇,,,,全体,小,,,,,,,,,,,,,,,
800,闇奏竜サクス,ダークマーチⅡ,闇,闇,闇,,,,全体,中,,,,,,,,,,,,,,,
801,グロック,ノーンマーチ,無,無,無,,,,全体,小,,,,,,,,,,,,,,,
802,無奏竜グロック,ノーンマーチⅡ,無,無,無,,,,全体,中,,,,,,,,,,,,,,,
803,アテナ,シャイニングスピア,光,光,光,,,,単体,大,,,,ストームパニッシャー,風,風,光,,,,全体,中,,,
804,軍師くん,テンカの軍配,無,無,無,,,,単体,小,,,,,,,,,,,,,,,
805,ピコスケ,スラッシュ,闇,闇,闇,,,,単体,小,,,,メガトンスラッシュ,闇,闇,闇,闇,闇,,単体,特大,,,
806,ポリン,やわらかボディアタック,水,水,水,,,,単体,中,,,,,,,,,,,,,,,
807,グリーンピクシー,グリーンボール,風,風,風,,,,全体,小,,,,グリーンヒール,風,回,風,,,,回復,10%,,,
808,トラングル,アイズフレイム,炎,炎,炎,炎,,,単体,大,,,,,,,,,,,,,,,
809,炎波機トラングル,コンプアイズフレイム,炎,炎,炎,炎,,,単体,特大,,,,,,,,,,,,,,,
810,サフェス,アイズアクア,水,水,水,,,,単体,小,,,,,,,,,,,,,,,
811,水波神サフェス,コンプアイズアクア,水,水,水,,,,全体,中,,,,,,,,,,,,,,,
812,トラピゾイド,アイズウィンド,風,風,風,風,,,全体,超特大,,,,,,,,,,,,,,,
813,風波機トラピゾイド,コンプアイズウィンド,風,風,風,風,,,全体,絶大,,,,,,,,,,,,,,,
814,サイン,アイズヒール,光,回,回,,,,回復,5%,,,,,,,,,,,,,,,
815,光波神サイン,コンプアイズヒール,光,回,回,,,,回復,10%,,,,,,,,,,,,,,,
816,サトス,アイズキュア,闇,回,回,,,,回復,5%,,,,,,,,,,,,,,,
817,闇波獣サトス,コンプアイズキュア,闇,回,回,,,,回復,10%,,,,,,,,,,,,,,,
818,スクェア,アイズノーン,無,無,無,,,,単体,中,,,,,,,,,,,,,,,
819,無波獣スクェア,コンプアイズノーン,無,無,無,,,,単体,大,,,,,,,,,,,,,,,
820,アムネジア,アウェイクW01,風,風,風,,,,単体,小,,,,ウィンドウィルス,風,風,風,風,,,単体,大,,,
821,喪失神アムネジア,アウェイクW01:セカンド,風,風,風,,,,単体,中,,,,オメガウィンドウィルス,風,風,風,無,,,単体,大,,,
822,ゼロフィリア,アウェイクF01,炎,炎,炎,,,,単体,小,,,,ファイアウィルス,炎,炎,炎,炎,,,単体,大,,,
823,嫉妬神ゼロフィリア,アウェイクF01:セカンド,炎,炎,炎,,,,単体,中,,,,オメガファイアウィルス,炎,炎,炎,闇,,,単体,大,,,
824,パラノイア,アウェイクN01,無,無,無,,,,単体,小,,,,ノーンウィルス,無,無,無,無,,,単体,大,,,
825,妄想神パラノイア,アウェイクN01:セカンド,無,無,無,,,,単体,中,,,,オメガノーンウィルス,無,無,無,炎,,,単体,大,,,
826,マイソフォビア,アウェイクA01,水,水,水,,,,単体,小,,,,アクアウィルス,水,水,水,水,,,単体,大,,,
827,潔癖神マイソフォビア,アウェイクA01:セカンド,水,水,水,,,,単体,中,,,,オメガアクアウィルス,水,水,水,光,,,単体,大,,,
828,メランコリア,アウェイクD01,闇,闇,闇,,,,単体,小,,,,ダークウィルス,闇,闇,闇,闇,,,単体,大,,,
829,憂鬱神メランコリア,アウェイクD01:セカンド,闇,闇,闇,,,,単体,中,,,,オメガダークウィルス,闇,闇,闇,水,,,単体,大,,,
830,インソムニア,アウェイクL01,光,光,光,,,,単体,小,,,,ライトウィルス,光,光,光,光,,,単体,大,,,
831,不眠神インソムニア,アウェイクL01:セカンド,光,光,光,,,,単体,中,,,,オメガライトウィルス,光,光,光,風,,,単体,大,,,
832,鹿目まどか,私、魔法少女になる,無,無,無,,,,単体,小,,,,,,,,,,,,,,,
833,魔法少女・鹿目まどか,私は魔法少女だから,無,無,無,,,,単体,中,,,,,,,,,,,,,,,
834,暁美ほむら,もう誰にも頼らない,闇,闇,闇,,,,単体,中,,,,,,,,,,,,,,,
835,魔法少女・暁美ほむら,だから私は、戦い続ける,闇,闇,闇,,,,単体,大,,,,,,,,,,,,,,,
836,美樹さやか,な、何てことねーって！,水,水,水,,,,単体,小,,,,,,,,,,,,,,,
837,魔法少女・美樹さやか,ナメるんじゃないわよ！,水,水,水,,,,単体,中,,,,,,,,,,,,,,,
838,巴マミ,負けるもんですか,光,光,光,光,,,単体,特大,,,,,,,,,,,,,,,
839,魔法少女・巴マミ,ひとりぼっちじゃないもの,光,光,光,光,,,単体,超特大,,,,,,,,,,,,,,,
840,佐倉杏子,超ウゼェ,炎,炎,炎,炎,炎,,単体,超特大,,,,,,,,,,,,,,,
841,魔法少女・佐倉杏子,奇跡ってのはタダじゃない,炎,炎,炎,炎,炎,,単体,絶大,,,,,,,,,,,,,,,
842,暁美ほむら：眼鏡,お手製爆弾,闇,闇,闇,,,,単体,小,,,,彼女を守る私になりたい,闇,闇,闇,闇,,,全体,大,,,
843,魔法少女・ほむら：眼鏡,銃火器乱射,闇,闇,闇,,,,単体,中,,,,必ずあなたを守ってみせる,闇,闇,回,無,,,全体,絶大,,,
844,雲土ぴあ,ピュアスラッシュ,風,風,風,,,,単体,小,,,,,,,,,,,,,,,
845,魔法少女・雲土ぴあ,ピュアスラッシュ：マギカ,風,風,風,,,,単体,中,,,,,,,,,,,,,,,
846,アルティメットまどか,もう、いいんだよ,無,無,無,,,,全体,特大,,,,絶望する必要なんて、ない,無,回,回,,,,回復,15%,,,
847,キュゥべえ：赤,魔法少女になってよ！,炎,炎,炎,,,,回復,7%,,,,,,,,,,,,,,,
848,キュゥべえ：青,諦めたらそれまでだ,水,水,水,,,,回復,7%,,,,,,,,,,,,,,,
849,キュゥべえ：緑,君なら運命を変えられる,風,風,風,,,,回復,7%,,,,,,,,,,,,,,,
850,キュゥべえ：黄,訳が分からないよ,光,光,光,,,,回復,7%,,,,,,,,,,,,,,,
851,キュゥべえ：紫,どうかしてるよ,闇,闇,闇,,,,回復,7%,,,,,,,,,,,,,,,
852,キュゥべえ：白,魔法少女と呼ぶべきだよね,無,無,無,,,,回復,7%,,,,,,,,,,,,,,,
853,薔薇園の魔女,造園の使い魔,風,風,風,,,,単体,小,,,,,,,,,,,,,,,
854,ハコの魔女,運搬の使い魔,光,光,光,,,,全体,小,,,,,,,,,,,,,,,
855,落書きの魔女,童心の使い魔,無,無,無,,,,単体,小,,,,,,,,,,,,,,,
856,影の魔女,妄信の使い魔,闇,闇,闇,闇,闇,,単体,特大,,,,,,,,,,,,,,,
857,人魚の魔女,演奏の使い魔,水,水,水,,,,回復,7%,,,,,,,,,,,,,,,
858,芸術家の魔女,作品の使い魔,炎,炎,炎,炎,,,単体,小,,,,,,,,,,,,,,,
859,鳥かごの魔女,軽薄無思慮の使い魔,風,風,風,風,,,単体,大,,,,,,,,,,,,,,,
860,ワルプルギスの夜,道化役者の使い魔,闇,闇,闇,闇,,,全体,大,,,,終焉の夜,闇,闇,闇,闇,炎,無,全体,超絶大,,,
861,お菓子の魔女・変身前,チーズを探す使い魔,炎,炎,炎,,,,単体,小,,,,,,,,,,,,,,,
862,お菓子の魔女・変身後,かみつき攻撃,炎,炎,炎,,,,単体,大,,,,,,,,,,,,,,,
863,パイモン,ナンバーナイン,炎,炎,炎,,,,単体,中,,,,,,,,,,,,,,,
864,南魔王パイモン,ナンバーナイン：ナイン,炎,炎,炎,,,,単体,大,,,,,,,,,,,,,,,
865,カナン,イン・ザ・ノーン,無,無,無,,,,単体,大,,,,,,,,,,,,,,,
866,永久竜カナン,イン・ザ・ブランク,無,無,無,,,,単体,特大,,,,,,,,,,,,,,,
867,イザヨイ,イザヨウツキ,光,光,光,光,,,単体,大,,,,スーパーパンチ,光,炎,水,風,闇,,全体,超特大,,,
868,イザヨイ：ニシキ,イザヨウオツキ,光,光,光,光,,,単体,特大,,,,スーパーニシキパンチ,光,炎,水,風,闇,,全体,絶大,,,
869,キネポックル,ファイアボール,炎,炎,炎,,,,単体,小,,,,赤いポックルエキス,炎,炎,炎,炎,,,回復,10%,,,
870,キネポックルン,ファイアボール,炎,炎,炎,,,,単体,小,,,,赤いポックルエキスＺ,炎,炎,炎,炎,,,回復,15%,,,
871,サケポックル,アクアボール,水,水,水,,,,単体,小,,,,青いポックルエキス,水,水,水,水,,,回復,10%,,,
872,サケポックルン,アクアボール,水,水,水,,,,単体,小,,,,青いポックルエキスＺ,水,水,水,水,,,回復,15%,,,
873,ススキポックル,ウィンドボール,風,風,風,,,,単体,小,,,,緑のポックルエキス,風,風,風,風,,,回復,10%,,,
874,ススキポックルン,ウィンドボール,風,風,風,,,,単体,小,,,,緑のポックルエキスＺ,風,風,風,風,,,回復,15%,,,
875,ユカリ：WEGO,アビス：オロチ,闇,闇,闇,,,,単体,中,,,,ナイトメア・サーカス,闇,闇,闇,闇,闇,闇,全体,特大,,,
876,ショクミョウ,フカンゼンナルゴウエン,炎,炎,炎,炎,,,単体,特大,,,,,,,,,,,,,,,
877,炎通者ショクミョウ,カンゼンナルゴウエン,炎,炎,炎,炎,,,単体,超特大,,,,,,,,,,,,,,,
878,ロジン,フカンゼンナルリュウスイ,水,水,水,,,,単体,中,,,,,,,,,,,,,,,
879,水通者ロジン,カンゼンナルリュウスイ,水,水,水,,,,単体,大,,,,,,,,,,,,,,,
880,ジンソク,フカンゼンナルセンプウ,風,風,風,,,,全体,中,,,,,,,,,,,,,,,
